Airline,Source,Destination,Route,Arrival_Time,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Dep_Time_minutes,Duration_minutes
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,In-flight meal not included,15136,6,3,2,0,0,780.0,480
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,23:25,In-flight meal not included,10031,24,3,6,0,0,505.0,900
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,18:50 22 Mar,No info,12814,21,3,3,0,0,325.0,2245
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:50,No info,12681,1,4,0,0,0,390.0,800
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,18:50,No info,12402,21,3,3,0,0,420.0,710
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:10,No info,13759,24,3,6,0,0,505.0,585
SpiceJet,Chennai,Kolkata,MAA ? CCU,20:05,No info,3597,18,6,1,0,0,1065.0,140
Air Asia,Banglore,Delhi,BLR ? DEL,02:45 22 May,No info,3383,21,5,1,0,0,1435.0,170
Vistara,Banglore,Delhi,BLR ? DEL,12:35,No info,4668,9,5,3,0,0,585.0,170
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,04:25 23 Mar,No info,10929,21,3,3,0,0,1150.0,1995
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,10:45 02 Apr,No info,9187,1,4,0,0,0,1020.0,1065
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 04 Jun,No info,7530,3,6,0,0,0,700.0,830
Air India,Kolkata,Banglore,CCU ? BBI ? BLR,13:40,No info,8026,24,3,6,0,0,550.0,270
SpiceJet,Banglore,Delhi,BLR ? DEL,12:20,No check-in baggage included,4319,9,4,1,0,0,570.0,170
Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,04:25 25 Jun,No info,13376,24,6,0,0,0,875.0,830
SpiceJet,Kolkata,Banglore,CCU ? BLR,11:25,No info,4174,6,5,0,0,0,540.0,145
Vistara,Banglore,Delhi,BLR ? DEL,09:40,No info,4668,27,5,0,0,0,420.0,160
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13062,21,3,3,0,0,425.0,835
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 28 May,In-flight meal not included,12898,27,5,0,0,0,1155.0,550
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 07 Jun,No info,14714,6,6,3,0,0,900.0,805
Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,20:25,No info,10991,9,5,3,0,0,350.0,875
Jet Airways,Banglore,Delhi,BLR ? DEL,14:05,In-flight meal not included,4030,1,5,2,0,0,670.0,175
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 22 May,In-flight meal not included,13029,21,5,1,0,0,580.0,1125
Vistara,Banglore,New Delhi,BLR ? AMD ? DEL,12:35,No info,6800,15,3,4,0,0,400.0,355
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,09:30 13 Mar,In-flight meal not included,11087,9,3,5,0,0,420.0,1590
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,9794,18,5,5,0,0,620.0,520
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:20 07 May,No info,14388,6,5,0,0,0,1270.0,730
IndiGo,Kolkata,Banglore,CCU ? BLR,00:05 13 Mar,No info,4148,12,3,1,0,0,1285.0,160
Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,19:15 04 Mar,No info,17266,3,3,6,0,0,1200.0,1395
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,08:55 02 Apr,No info,7893,1,4,0,0,0,1230.0,745
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,No info,7229,9,5,3,0,0,1190.0,180
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,In-flight meal not included,9930,21,5,1,0,0,425.0,835
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:35 04 Mar,No info,18286,3,3,6,0,0,690.0,845
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,In-flight meal not included,7229,27,6,3,0,0,1190.0,180
Vistara,Delhi,Cochin,DEL ? COK,09:10,No info,6216,24,6,0,0,0,360.0,190
Air Asia,Banglore,Delhi,BLR ? DEL,07:45,No info,4282,6,6,3,0,0,295.0,170
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,5054,27,5,0,0,0,455.0,275
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,6,6,3,0,0,425.0,715
Air Asia,Delhi,Cochin,DEL ? BLR ? COK,22:25,No info,11410,6,6,3,0,0,1005.0,340
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15,No info,14571,24,5,4,0,0,390.0,705
GoAir,Delhi,Cochin,DEL ? AMD ? COK,13:35,No info,4692,24,6,0,0,0,445.0,370
Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,04:25 16 Jun,In-flight meal not included,10919,15,6,5,0,0,875.0,830
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,19:50,In-flight meal not included,10844,6,5,0,0,0,505.0,685
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20 22 May,In-flight meal not included,10844,21,5,1,0,0,1200.0,1220
Air India,Delhi,Cochin,DEL ? COK,17:10,No info,6094,9,5,3,0,0,850.0,180
Vistara,Delhi,Cochin,DEL ? COK,17:50,No info,6741,1,6,5,0,0,880.0,190
Air India,Delhi,Cochin,DEL ? MAA ? COK,09:25 02 Jun,No info,8372,1,6,5,0,0,585.0,1420
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,11:50,No info,14067,21,5,1,0,0,135.0,575
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:20,No info,10236,3,3,6,0,0,515.0,825
Air India,Delhi,Cochin,DEL ? MAA ? COK,09:25 04 Jun,No info,7480,3,6,0,0,0,1240.0,765
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,8386,9,3,5,0,0,585.0,385
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 07 Jun,No info,6795,6,6,3,0,0,700.0,830
Air Asia,Kolkata,Banglore,CCU ? BLR,12:55,No info,4409,15,5,2,0,0,620.0,155
IndiGo,Chennai,Kolkata,MAA ? CCU,21:55,No info,3597,9,5,3,0,0,1175.0,140
Air India,Banglore,Delhi,BLR ? DEL,08:55,No info,6961,15,6,5,0,0,370.0,165
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35,No info,12692,12,6,2,0,0,1020.0,395
Air India,Mumbai,Hyderabad,BOM ? HYD,20:45,No info,4307,12,3,1,0,0,1170.0,75
Jet Airways,Banglore,Delhi,BLR ? DEL,11:20,In-flight meal not included,4030,15,5,2,0,0,500.0,180
Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,23:15,No info,15957,18,5,5,0,0,590.0,805
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:25 19 Mar,In-flight meal not included,7832,21,3,3,0,0,1370.0,755
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? TRV ? BLR,10:30 02 Apr,No info,12954,1,4,0,0,0,600.0,1470
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,04:25 29 Jun,In-flight meal not included,11150,27,6,3,0,0,1385.0,1760
IndiGo,Mumbai,Hyderabad,BOM ? HYD,07:45,No info,4049,12,3,1,0,0,380.0,85
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,15:15,In-flight meal not included,9134,15,3,4,0,0,345.0,570
Air Asia,Kolkata,Banglore,CCU ? BLR,01:20 02 May,No info,4409,1,5,2,0,0,1370.0,150
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,22:35,No info,14781,1,5,2,0,0,845.0,510
Air India,Banglore,Delhi,BLR ? DEL,23:55,No info,5228,24,4,2,0,0,1265.0,170
SpiceJet,Chennai,Kolkata,MAA ? CCU,20:05,No info,3597,21,5,1,0,0,1065.0,140
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 13 Jun,No info,6795,12,6,2,0,0,915.0,615
Air Asia,Kolkata,Banglore,CCU ? BLR,01:20 19 Jun,No info,3807,18,6,1,0,0,1370.0,150
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,23:35,No info,14781,1,5,2,0,0,990.0,425
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,8372,9,5,3,0,0,540.0,615
IndiGo,Delhi,Cochin,DEL ? COK,17:35,No info,5000,24,6,0,0,0,860.0,195
Vistara,Banglore,Delhi,BLR ? DEL,12:35,No info,5403,1,4,0,0,0,585.0,170
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,22:20,No info,11600,3,3,6,0,0,715.0,625
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,No info,8476,18,5,5,0,0,525.0,630
Air India,Banglore,New Delhi,BLR ? VGA ? HYD ? DEL,21:25,No info,6593,15,3,4,0,0,630.0,655
IndiGo,Banglore,New Delhi,BLR ? DEL,19:45,No info,7648,9,3,5,0,0,1015.0,170
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,18:50,No info,9345,1,5,2,0,0,430.0,700
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 28 May,No info,15129,27,5,0,0,0,580.0,1125
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,In-flight meal not included,7268,27,6,3,0,0,770.0,385
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,21:05,In-flight meal not included,3210,6,6,3,0,0,1175.0,90
IndiGo,Chennai,Kolkata,MAA ? CCU,21:55,No info,7295,24,3,6,0,0,1175.0,140
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,6442,27,6,3,0,0,305.0,425
IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,23:45,No info,3809,6,5,0,0,0,1160.0,265
Air India,Banglore,New Delhi,BLR ? CCU ? BBI ? DEL,16:20,Change airports,15119,1,3,4,0,0,350.0,630
GoAir,Delhi,Cochin,DEL ? BOM ? COK,19:35,No info,9069,9,6,6,0,0,865.0,310
IndiGo,Banglore,Delhi,BLR ? DEL,13:00,No info,3943,6,5,0,0,0,610.0,170
Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,05:25 10 Jun,No info,12534,9,6,6,0,0,420.0,1345
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,13714,3,6,0,0,0,540.0,600
Air India,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,19:15 22 Mar,No info,9128,21,3,3,0,0,315.0,2280
IndiGo,Mumbai,Hyderabad,BOM ? HYD,22:50,No info,2227,21,5,1,0,0,1280.0,90
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,22:35 19 May,In-flight meal not included,10844,18,5,5,0,0,1200.0,1595
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 07 May,No info,13941,6,5,0,0,0,990.0,730
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,15:15,In-flight meal not included,7832,21,3,3,0,0,345.0,570
GoAir,Banglore,Delhi,BLR ? DEL,10:40,No info,3419,12,6,2,0,0,465.0,175
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,21:05 22 May,No info,14151,21,5,1,0,0,1225.0,1480
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:10,No info,5073,3,4,2,0,0,455.0,275
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,09:05 13 May,No info,9922,12,5,6,0,0,1020.0,965
IndiGo,Chennai,Kolkata,MAA ? CCU,15:35,No info,4752,24,3,6,0,0,800.0,135
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:15,In-flight meal not included,10197,27,5,0,0,0,540.0,615
Air India,Banglore,Delhi,BLR ? DEL,12:45,No info,6961,12,6,2,0,0,600.0,165
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,17493,3,3,6,0,0,780.0,480
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13587,6,6,3,0,0,425.0,835
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 07 Jun,In-flight meal not included,10262,6,6,3,0,0,960.0,745
Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,08:55 22 May,No info,15107,21,5,1,0,0,870.0,1105
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,10:45 16 May,No info,8452,15,5,2,0,0,1020.0,1065
Air India,Mumbai,Hyderabad,BOM ? HYD,22:25,No info,3100,21,6,4,0,0,1265.0,80
IndiGo,Banglore,Delhi,BLR ? DEL,10:05,No info,4823,24,5,4,0,0,430.0,175
Air Asia,Banglore,Delhi,BLR ? DEL,02:45 22 Apr,No info,4483,21,4,6,0,0,1435.0,170
Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,01:20 19 May,No info,13243,18,5,5,0,0,600.0,920
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 Jun,No info,5684,27,6,3,0,0,685.0,845
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,11:50,In-flight meal not included,3205,3,4,2,0,0,620.0,90
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 16 Jun,In-flight meal not included,10262,15,6,5,0,0,600.0,1105
IndiGo,Banglore,Delhi,BLR ? DEL,22:50,No info,4823,21,5,1,0,0,1200.0,170
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,15554,9,5,3,0,0,780.0,360
IndiGo,Banglore,Delhi,BLR ? DEL,06:50,No info,3943,27,6,3,0,0,240.0,170
Vistara,Mumbai,Hyderabad,BOM ? DEL ? HYD,19:55,No info,12080,12,3,1,0,0,450.0,745
Air Asia,Banglore,Delhi,BLR ? DEL,02:45 28 May,No info,3383,27,5,0,0,0,1435.0,170
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,07:05,No info,2437,18,3,0,0,0,345.0,80
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,00:15 02 Jun,No check-in baggage included,1965,1,6,5,0,0,1365.0,90
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,10:25 19 Mar,In-flight meal not included,7832,21,3,3,0,0,1370.0,695
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,6442,9,6,6,0,0,410.0,560
Air India,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,08:55 16 May,No info,12723,15,5,2,0,0,350.0,1625
Jet Airways,Banglore,Delhi,BLR ? DEL,18:10,No info,8016,12,6,2,0,0,915.0,175
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,12:35 25 Jun,In-flight meal not included,10199,24,6,0,0,0,1285.0,910
Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,09:10 25 Mar,No info,10842,24,3,6,0,0,595.0,1395
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,7005,12,6,2,0,0,770.0,490
Air Asia,Kolkata,Banglore,CCU ? BLR,12:55,No info,4409,3,5,4,0,0,620.0,155
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:20 02 Apr,No info,13364,1,4,0,0,0,1270.0,730
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 28 Jun,No info,13377,27,6,3,0,0,960.0,570
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 10 Jun,In-flight meal not included,10262,9,6,6,0,0,1310.0,395
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,23:35,In-flight meal not included,10844,18,5,5,0,0,990.0,425
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20,No info,14571,24,5,4,0,0,390.0,590
Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:50 10 Mar,No info,19329,9,3,5,0,0,645.0,1925
Air India,Banglore,New Delhi,BLR ? HYD ? DEL,23:10,No info,4943,21,3,3,0,0,495.0,895
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,04:25 11 May,No info,15129,9,5,3,0,0,1385.0,1760
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,No info,15129,18,5,5,0,0,580.0,560
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,18:00 07 Jun,In-flight meal not included,10539,6,6,3,0,0,1020.0,1500
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,22:35 25 Mar,In-flight meal not included,10031,24,3,6,0,0,1270.0,1525
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,01:30 25 May,No info,9140,24,5,4,0,0,1065.0,465
Air Asia,Kolkata,Banglore,CCU ? BLR,01:20 28 Apr,No info,4409,27,4,5,0,0,1370.0,150
IndiGo,Banglore,Delhi,BLR ? DEL,01:00 16 May,No info,3419,15,5,2,0,0,1330.0,170
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,9646,15,5,2,0,0,585.0,385
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15 10 May,No info,13584,9,5,3,0,0,845.0,1690
Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,07:40 22 May,No info,11806,21,5,1,0,0,300.0,1600
GoAir,Delhi,Cochin,DEL ? AMD ? COK,13:35,No info,4563,1,4,0,0,0,445.0,370
Jet Airways,Delhi,Cochin,DEL ? MAA ? BOM ? COK,04:25 28 Mar,In-flight meal not included,9412,27,3,2,0,0,310.0,1395
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 28 Jun,In-flight meal not included,12898,27,6,3,0,0,1310.0,395
Vistara,Delhi,Cochin,DEL ? COK,17:50,No info,6216,27,4,5,0,0,880.0,190
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,04:25 22 May,In-flight meal not included,12898,21,5,1,0,0,780.0,925
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00 10 Jun,In-flight meal not included,10262,9,6,6,0,0,1370.0,1210
Air India,Banglore,New Delhi,BLR ? DEL,16:10,No info,12526,1,3,4,0,0,800.0,170
Air India,Delhi,Cochin,DEL ? TRV ? COK,06:50 07 Mar,No info,11522,6,3,2,0,0,315.0,1535
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,04:20,No info,5678,12,6,2,0,0,175.0,85
Vistara,Banglore,New Delhi,BLR ? DEL,14:10,No info,9918,9,3,5,0,0,690.0,160
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 02 May,No info,14781,1,5,2,0,0,1270.0,665
Air India,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:15 28 Mar,No info,8026,27,3,2,0,0,300.0,2295
Air India,Banglore,New Delhi,BLR ? DEL,16:10,No info,7276,24,3,6,0,0,800.0,170
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:15,In-flight meal not included,7064,1,4,0,0,0,505.0,590
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13062,21,3,3,0,0,780.0,480
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,12537,27,3,2,0,0,690.0,570
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,00:45 13 Mar,No info,21934,15,3,4,0,0,1135.0,350
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,24,6,0,0,0,780.0,360
Vistara,Banglore,Delhi,BLR ? DEL,19:35,No info,4878,3,6,0,0,0,1020.0,155
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,14714,15,6,5,0,0,840.0,300
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,15:15,In-flight meal not included,9134,15,3,4,0,0,420.0,495
IndiGo,Banglore,Delhi,BLR ? DEL,19:55,No info,4823,1,4,0,0,0,1015.0,180
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,In-flight meal not included,6093,27,6,3,0,0,430.0,540
SpiceJet,Chennai,Kolkata,MAA ? CCU,10:35,No info,3597,3,6,0,0,0,500.0,135
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13727,9,5,3,0,0,840.0,420
IndiGo,Kolkata,Banglore,CCU ? BLR,14:05,No info,4174,1,4,0,0,0,690.0,155
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,27,6,3,0,0,690.0,450
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,11789,6,6,3,0,0,620.0,520
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:15 02 May,In-flight meal not included,8586,1,5,2,0,0,1135.0,800
Air India,Banglore,New Delhi,BLR ? CCU ? BBI ? HYD ? DEL,08:50 02 Mar,No info,13081,1,3,4,0,0,350.0,1620
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35 02 May,In-flight meal not included,9314,1,5,2,0,0,1225.0,1630
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,21:05,No info,5678,21,6,4,0,0,1175.0,90
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,11924,27,5,0,0,0,600.0,540
Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,23:35 10 Jun,No info,12692,9,6,6,0,0,1225.0,1630
Jet Airways,Banglore,Delhi,BLR ? DEL,22:00,In-flight meal not included,6478,24,6,0,0,0,1135.0,185
IndiGo,Kolkata,Banglore,CCU ? MAA ? BLR,10:20,No info,4226,15,5,2,0,0,380.0,240
IndiGo,Delhi,Cochin,DEL ? BBI ? COK,08:30,No info,11532,9,3,5,0,0,155.0,355
Air India,Chennai,Kolkata,MAA ? CCU,13:55,No info,9340,6,3,2,0,0,700.0,135
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 13 Jun,In-flight meal not included,10368,12,6,2,0,0,330.0,1375
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45,No info,13626,12,6,2,0,0,845.0,400
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,12:00,In-flight meal not included,9663,24,5,4,0,0,390.0,330
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,04:25 07 Mar,In-flight meal not included,16389,6,3,2,0,0,325.0,1380
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:00,No info,10197,18,5,5,0,0,230.0,910
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,04:40 13 Jun,In-flight meal not included,7594,12,6,2,0,0,1270.0,450
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:25 13 Mar,No info,13817,12,3,1,0,0,1285.0,840
Jet Airways,Banglore,Delhi,BLR ? DEL,20:45,No info,7229,15,4,0,0,0,1065.0,180
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 25 Jun,In-flight meal not included,10368,24,6,0,0,0,580.0,1125
Air Asia,Banglore,Delhi,BLR ? DEL,07:45,No info,4282,15,5,2,0,0,295.0,170
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,04:25 13 Jun,No info,13292,12,6,2,0,0,575.0,1130
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 28 Jun,No info,13764,27,6,3,0,0,1170.0,1025
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,16:20 02 Apr,No info,12681,1,4,0,0,0,1135.0,1285
Jet Airways,Banglore,Delhi,BLR ? DEL,14:05,In-flight meal not included,5198,12,5,6,0,0,670.0,175
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,19:45,No info,12615,9,3,5,0,0,450.0,735
IndiGo,Kolkata,Banglore,CCU ? BLR,14:05,No info,5644,21,4,6,0,0,690.0,155
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,13:15 13 Mar,In-flight meal not included,11087,12,3,1,0,0,1375.0,860
SpiceJet,Mumbai,Hyderabad,BOM ? HYD,00:15 04 May,No info,2227,3,5,4,0,0,1365.0,90
Jet Airways,Banglore,Delhi,BLR ? DEL,22:50,No info,8016,18,6,1,0,0,1190.0,180
SpiceJet,Banglore,Delhi,BLR ? DEL,12:20,No check-in baggage included,4885,9,5,3,0,0,570.0,170
IndiGo,Kolkata,Banglore,CCU ? BLR,12:20,No info,4174,1,4,0,0,0,575.0,165
Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,10:30,No info,5162,9,5,3,0,0,410.0,220
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:00,In-flight meal not included,10262,27,6,3,0,0,780.0,360
IndiGo,Mumbai,Hyderabad,BOM ? HYD,10:45,No info,4049,18,6,1,0,0,555.0,90
Air India,Delhi,Cochin,DEL ? BOM ? COK,19:15 28 May,No info,8372,27,5,0,0,0,1080.0,1515
IndiGo,Banglore,Delhi,BLR ? DEL,03:25,No info,3419,12,6,2,0,0,30.0,175
IndiGo,Delhi,Cochin,DEL ? HYD ? COK,12:00,No info,5073,27,3,2,0,0,455.0,265
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,6069,6,6,3,0,0,960.0,300
IndiGo,Delhi,Cochin,DEL ? BOM ? COK,15:30,No info,9709,21,3,3,0,0,505.0,425
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:35 13 Jun,No info,13014,12,6,2,0,0,580.0,1615
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:00,In-flight meal not included,13029,18,5,5,0,0,580.0,560
Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,21:00,No info,13937,15,5,2,0,0,480.0,780
SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,21:55,No info,11349,3,3,6,0,0,955.0,360
Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,04:25 23 May,No info,15129,21,5,1,0,0,1385.0,1760
SpiceJet,Chennai,Kolkata,MAA ? CCU,12:00,No info,3597,9,6,6,0,0,585.0,135
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:45 07 May,No info,14388,6,5,0,0,0,1200.0,1485
Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,10:25 13 Mar,In-flight meal not included,11087,9,3,5,0,0,480.0,1585
Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,09:20 02 May,In-flight meal not included,9663,1,5,2,0,0,845.0,1155
Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,04:25 02 Jun,No info,13014,1,6,5,0,0,330.0,1375
IndiGo,Banglore,Delhi,BLR ? DEL,06:50,No info,3943,6,6,3,0,0,240.0,170
Air India,Banglore,New Delhi,BLR ? COK ? DEL,13:20 16 Mar,No info,8845,15,3,4,0,0,1320.0,920
Air India,Kolkata,Banglore,CCU ? DEL ? BLR,12:30 25 Mar,No info,12173,24,3,6,0,0,1230.0,960
Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,12:35 10 Jun,In-flight meal not included,10262,9,6,6,0,0,1310.0,885
Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,16:10,No info,7242,21,3,3,0,0,585.0,385
Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,04:25 25 Jun,No info,13292,24,6,0,0,0,330.0,1375
IndiGo,Banglore,New Delhi,BLR ? AMD ? DEL,19:25,No info,7708,21,3,3,0,0,865.0,300
Jet Airways,Mumbai,Hyderabad,BOM ? HYD,10:15,No info,8040,21,6,4,0,0,525.0,90
SpiceJet,Chennai,Kolkata,MAA ? CCU,10:35,No info,3597,12,5,6,0,0,500.0,135
