Airline,Source,Destination,Total_Stops,Additional_Info,Price,Date_of_Journey_day,Date_of_Journey_month,Date_of_Journey_weekday,Date_of_Journey_hour,Date_of_Journey_minute,Route_stops,Dep_Time_minutes,Arrival_Time_minutes,Duration_minutes
Air India,Banglore,New Delhi,2 stops,No info,11791,3,3,6,0,0,3.0,350.0,1330,2420
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,12,4,4,0,0,1.0,415.0,570,155
GoAir,Banglore,Delhi,non-stop,No info,4239,3,4,2,0,0,1.0,1255.0,1420,165
Jet Airways,Banglore,New Delhi,1 stop,No info,14815,6,3,2,0,0,2.0,845.0,45,640
Jet Airways,Delhi,Cochin,2 stops,No info,13014,9,6,6,0,0,3.0,580.0,1140,560
Multiple carriers,Delhi,Cochin,1 stop,No info,11789,9,6,6,0,0,2.0,620.0,1140,520
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031,24,3,6,0,0,2.0,1185.0,285,540
Air India,Kolkata,Banglore,2 stops,No info,13616,15,5,2,0,0,3.0,565.0,1040,1915
Multiple carriers,Delhi,Cochin,1 stop,No info,6838,21,3,3,0,0,2.0,1140.0,95,395
Jet Airways,Banglore,Delhi,non-stop,No info,7229,24,5,4,0,0,1.0,1065.0,1245,180
IndiGo,Banglore,Delhi,non-stop,No info,4990,12,4,4,0,0,1.0,365.0,530,165
GoAir,Delhi,Cochin,1 stop,No info,5752,27,5,0,0,0,2.0,420.0,775,355
Multiple carriers,Delhi,Cochin,2 stops,No info,18191,9,5,3,0,0,3.0,905.0,90,625
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10539,12,6,2,0,0,2.0,1225.0,585,800
Air Asia,Delhi,Cochin,1 stop,No info,8327,9,3,5,0,0,2.0,1005.0,430,865
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,24,5,4,0,0,2.0,845.0,1355,510
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,12,6,2,0,0,1.0,1340.0,40,140
Jet Airways,Banglore,New Delhi,1 stop,No info,13555,18,3,0,0,0,2.0,1285.0,625,780
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,24,5,4,0,0,2.0,1200.0,1095,1335
Vistara,Banglore,Delhi,non-stop,No info,5403,1,4,0,0,0,1.0,1260.0,1430,170
Air India,Kolkata,Banglore,non-stop,No info,4145,21,5,1,0,0,1.0,1245.0,1400,155
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577,9,6,6,0,0,2.0,1155.0,1140,1425
Air India,Delhi,Cochin,2 stops,No info,9925,9,5,3,0,0,3.0,585.0,565,1420
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,15,6,5,0,0,1.0,1145.0,1235,90
Air India,Kolkata,Banglore,1 stop,No info,7662,9,5,3,0,0,2.0,1005.0,1265,1700
Jet Airways,Mumbai,Hyderabad,1 stop,No info,22294,12,3,1,0,0,2.0,180.0,995,815
IndiGo,Banglore,New Delhi,non-stop,No info,6144,15,3,4,0,0,1.0,780.0,950,170
Jet Airways,Mumbai,Hyderabad,2 stops,No info,24210,6,3,2,0,0,3.0,1190.0,1010,1260
Multiple carriers,Delhi,Cochin,1 stop,No info,12327,27,3,2,0,0,2.0,780.0,95,755
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2437,18,3,0,0,0,1.0,790.0,870,80
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2753,12,6,2,0,0,1.0,345.0,435,90
Jet Airways,Kolkata,Banglore,1 stop,No info,14151,21,5,1,0,0,2.0,575.0,1415,840
Vistara,Chennai,Kolkata,non-stop,No info,11982,21,6,4,0,0,1.0,1065.0,1205,140
IndiGo,Delhi,Cochin,2 stops,No info,9413,3,3,6,0,0,3.0,715.0,1280,565
Air India,Delhi,Cochin,2 stops,No info,13022,15,5,2,0,0,3.0,1035.0,1155,1560
GoAir,Kolkata,Banglore,1 stop,No info,3673,9,6,6,0,0,2.0,400.0,875,475
Jet Airways,Delhi,Cochin,1 stop,No info,15764,6,3,2,0,0,2.0,1340.0,265,365
Jet Airways,Delhi,Cochin,2 stops,No info,12609,24,6,0,0,0,3.0,1285.0,755,910
Jet Airways Business,Banglore,New Delhi,1 stop,Business class,57209,1,3,4,0,0,2.0,585.0,865,280
Vistara,Banglore,Delhi,non-stop,No info,5613,6,4,5,0,0,1.0,585.0,755,170
Multiple carriers,Delhi,Cochin,1 stop,No info,6630,21,3,3,0,0,2.0,285.0,1155,870
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,27,6,3,0,0,1.0,1175.0,1265,90
Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7045,21,3,3,0,0,2.0,1370.0,460,530
IndiGo,Kolkata,Banglore,non-stop,No info,4148,9,3,5,0,0,1.0,860.0,1015,155
Air India,Banglore,New Delhi,1 stop,No info,11003,3,3,6,0,0,2.0,630.0,1375,745
Air India,Delhi,Cochin,1 stop,No info,7480,18,5,5,0,0,2.0,365.0,565,1640
IndiGo,Kolkata,Banglore,non-stop,No info,4804,12,5,6,0,0,1.0,1335.0,50,155
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4050,12,5,6,0,0,1.0,175.0,260,85
Air India,Banglore,Delhi,non-stop,No info,6961,27,6,3,0,0,1.0,600.0,765,165
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,3,6,0,0,0,2.0,960.0,1140,1620
Air Asia,Banglore,Delhi,non-stop,No info,3383,12,6,2,0,0,1.0,1435.0,165,170
Air India,Delhi,Cochin,1 stop,No info,8119,9,3,5,0,0,2.0,1230.0,1380,1590
Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,6,3,0,0,2.0,135.0,1140,1005
Multiple carriers,Delhi,Cochin,1 stop,No info,13259,3,6,0,0,0,2.0,360.0,1140,780
GoAir,Banglore,New Delhi,non-stop,No info,7222,3,3,6,0,0,1.0,465.0,640,175
Air Asia,Delhi,Cochin,1 stop,No info,7353,9,5,3,0,0,2.0,1005.0,430,865
Jet Airways,Kolkata,Banglore,1 stop,No info,14178,24,5,4,0,0,2.0,1270.0,495,665
Jet Airways,Banglore,New Delhi,1 stop,No info,26890,1,3,4,0,0,2.0,420.0,305,1325
Air India,Mumbai,Hyderabad,non-stop,No info,3625,12,5,6,0,0,1.0,1170.0,1245,75
Multiple carriers,Delhi,Cochin,1 stop,No info,9001,3,6,0,0,0,2.0,700.0,1155,455
Air India,Kolkata,Banglore,non-stop,No info,4145,27,5,0,0,0,1.0,1245.0,1400,155
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,15544,9,5,3,0,0,3.0,330.0,755,425
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017,15,6,5,0,0,1.0,795.0,885,90
Air India,Kolkata,Banglore,2 stops,No info,14424,15,5,2,0,0,3.0,600.0,325,1165
GoAir,Kolkata,Banglore,non-stop,No info,3514,15,6,5,0,0,1.0,920.0,1075,155
IndiGo,Delhi,Cochin,1 stop,No info,6628,27,5,0,0,0,2.0,1115.0,90,415
Jet Airways,Delhi,Cochin,2 stops,No info,15339,15,6,5,0,0,3.0,1385.0,265,1760
Air India,Banglore,New Delhi,non-stop,No info,7591,9,3,5,0,0,1.0,1270.0,1435,165
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,1,6,5,0,0,2.0,690.0,265,1015
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,21,5,1,0,0,2.0,390.0,980,590
Jet Airways,Delhi,Cochin,2 stops,No info,13014,6,6,3,0,0,3.0,580.0,265,1125
Air India,Kolkata,Banglore,1 stop,No info,7872,18,5,5,0,0,2.0,1005.0,1265,1700
IndiGo,Delhi,Cochin,non-stop,No info,6541,15,5,2,0,0,1.0,865.0,1060,195
Air India,Banglore,New Delhi,1 stop,No info,6987,15,3,4,0,0,2.0,415.0,1400,985
IndiGo,Banglore,Delhi,non-stop,No info,4823,1,6,5,0,0,1.0,1135.0,1310,175
Air India,Banglore,Delhi,non-stop,No info,6961,21,5,1,0,0,1.0,345.0,525,180
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9899,12,6,2,0,0,2.0,390.0,1095,705
Jet Airways,Banglore,New Delhi,1 stop,No info,12295,12,3,1,0,0,2.0,585.0,960,375
Air India,Kolkata,Banglore,2 stops,No info,6117,12,6,2,0,0,3.0,550.0,665,1555
SpiceJet,Chennai,Kolkata,non-stop,No check-in baggage included,3543,1,5,2,0,0,1.0,585.0,720,135
Air India,Delhi,Cochin,2 stops,No info,12646,6,3,2,0,0,3.0,1000.0,1155,1595
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,18,5,5,0,0,1.0,1270.0,5,175
Air India,Banglore,New Delhi,1 stop,No info,6982,15,3,4,0,0,2.0,710.0,695,1425
Vistara,Kolkata,Banglore,1 stop,No info,13100,24,3,6,0,0,2.0,1020.0,1125,1545
Jet Airways,Delhi,Cochin,1 stop,No info,16079,27,5,0,0,0,2.0,540.0,1140,600
Multiple carriers,Delhi,Cochin,1 stop,No info,13082,9,3,5,0,0,2.0,400.0,1155,755
Air India,Banglore,Delhi,non-stop,No info,6121,3,5,4,0,0,1.0,800.0,970,170
IndiGo,Banglore,Delhi,non-stop,No info,4823,12,6,2,0,0,1.0,1015.0,1195,180
Jet Airways,Kolkata,Banglore,1 stop,No info,13941,18,5,5,0,0,2.0,1135.0,280,585
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,3,4,2,0,0,1.0,1135.0,1320,185
Air India,Kolkata,Banglore,non-stop,No info,4145,15,4,0,0,0,1.0,1245.0,1400,155
SpiceJet,Banglore,Delhi,non-stop,No check-in baggage included,3919,6,4,5,0,0,1.0,1270.0,5,175
Vistara,Chennai,Kolkata,non-stop,No info,11982,1,6,5,0,0,1.0,1065.0,1205,140
IndiGo,Delhi,Cochin,1 stop,No info,5636,27,6,3,0,0,2.0,120.0,445,325
Air India,Delhi,Cochin,2 stops,No info,8656,27,3,2,0,0,3.0,1000.0,1155,1595
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,12,5,6,0,0,2.0,990.0,1355,365
Multiple carriers,Delhi,Cochin,1 stop,No info,9856,24,6,0,0,0,2.0,425.0,970,545
IndiGo,Banglore,Delhi,non-stop,No info,3943,9,4,1,0,0,1.0,240.0,410,170
Air India,Banglore,New Delhi,2 stops,No info,11570,3,3,6,0,0,3.0,1045.0,525,920
Air Asia,Kolkata,Banglore,non-stop,No info,4409,12,4,4,0,0,1.0,1195.0,1345,150
Air India,Delhi,Cochin,non-stop,No info,6934,1,6,5,0,0,1.0,850.0,1030,180
Jet Airways,Banglore,New Delhi,1 stop,No info,13817,12,3,1,0,0,2.0,1375.0,625,690
Jet Airways,Kolkata,Banglore,1 stop,No info,12121,9,5,3,0,0,2.0,575.0,585,1450
IndiGo,Kolkata,Banglore,non-stop,No info,4804,18,6,1,0,0,1.0,1035.0,1190,155
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,12,6,2,0,0,1.0,500.0,680,180
SpiceJet,Kolkata,Banglore,non-stop,No info,4174,18,5,5,0,0,1.0,895.0,1045,150
SpiceJet,Banglore,New Delhi,non-stop,No info,6309,24,3,6,0,0,1.0,575.0,750,175
SpiceJet,Mumbai,Hyderabad,non-stop,No check-in baggage included,1965,18,5,5,0,0,1.0,345.0,435,90
Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,10406,27,5,0,0,0,2.0,425.0,1260,835
Air India,Kolkata,Banglore,1 stop,No info,8996,12,5,6,0,0,2.0,550.0,795,245
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,1,5,2,0,0,2.0,505.0,1095,590
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,27,6,3,0,0,2.0,1095.0,90,435
SpiceJet,Kolkata,Banglore,1 stop,No info,8479,1,5,2,0,0,2.0,695.0,1130,435
Jet Airways,Banglore,New Delhi,1 stop,No info,31825,1,3,4,0,0,2.0,1120.0,540,860
GoAir,Banglore,New Delhi,non-stop,No info,5706,24,3,6,0,0,1.0,1255.0,1430,175
Jet Airways,Banglore,New Delhi,1 stop,No info,12284,18,3,0,0,0,2.0,700.0,495,1235
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,24,4,2,0,0,1.0,500.0,680,180
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6017,27,3,2,0,0,2.0,690.0,1130,440
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,21,5,1,0,0,2.0,505.0,980,475
Air India,Delhi,Cochin,2 stops,No info,12646,6,6,3,0,0,3.0,775.0,1155,1820
IndiGo,Chennai,Kolkata,non-stop,No info,3858,9,6,6,0,0,1.0,695.0,840,145
SpiceJet,Delhi,Cochin,1 stop,No info,4957,1,4,0,0,0,2.0,1075.0,1370,295
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,1050.0,755,1145
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10031,24,3,6,0,0,2.0,1185.0,1405,1660
Jet Airways,Kolkata,Banglore,1 stop,No info,14388,12,5,6,0,0,2.0,1135.0,560,865
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,15,5,2,0,0,2.0,1135.0,1355,1660
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,8882,27,3,2,0,0,3.0,1150.0,1185,1475
Jet Airways,Delhi,Cochin,2 stops,No info,13014,24,6,0,0,0,3.0,580.0,755,1615
Air India,Kolkata,Banglore,1 stop,No info,8366,6,6,3,0,0,2.0,565.0,1110,545
IndiGo,Delhi,Cochin,non-stop,No info,6015,1,6,5,0,0,1.0,865.0,1060,195
Jet Airways,Delhi,Cochin,2 stops,No info,20694,6,3,2,0,0,3.0,1150.0,1130,2860
Jet Airways,Delhi,Cochin,1 stop,No info,17024,3,3,6,0,0,2.0,425.0,1130,705
Multiple carriers,Delhi,Cochin,1 stop,No info,14762,1,3,4,0,0,2.0,875.0,1340,465
Air India,Mumbai,Hyderabad,non-stop,No info,3625,1,5,2,0,0,1.0,380.0,460,80
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,18,3,0,0,0,1.0,1205.0,1295,90
IndiGo,Kolkata,Banglore,non-stop,No info,4804,24,4,2,0,0,1.0,575.0,740,165
Jet Airways,Mumbai,Hyderabad,non-stop,No info,5678,9,6,6,0,0,1.0,175.0,260,85
Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,2470,24,3,6,0,0,1.0,430.0,515,85
Jet Airways,Banglore,New Delhi,1 stop,No info,12284,18,3,0,0,0,2.0,700.0,1105,405
IndiGo,Banglore,Delhi,non-stop,No info,3419,12,6,2,0,0,1.0,1330.0,60,170
Jet Airways,Delhi,Cochin,1 stop,No info,12767,21,3,3,0,0,2.0,900.0,265,805
Vistara,Banglore,Delhi,non-stop,No info,4668,18,5,5,0,0,1.0,1260.0,1430,170
SpiceJet,Banglore,Delhi,non-stop,No info,3625,15,5,2,0,0,1.0,1270.0,5,175
SpiceJet,Chennai,Kolkata,non-stop,No info,3597,27,5,0,0,0,1.0,585.0,720,135
IndiGo,Kolkata,Banglore,non-stop,No info,5224,21,4,6,0,0,1.0,915.0,1065,150
IndiGo,Delhi,Cochin,1 stop,No info,6147,15,6,5,0,0,2.0,1025.0,1345,320
Jet Airways,Banglore,Delhi,non-stop,No info,8016,18,6,1,0,0,1.0,950.0,1125,175
Air India,Kolkata,Banglore,2 stops,No info,11148,1,5,2,0,0,3.0,720.0,670,1390
Jet Airways,Delhi,Cochin,2 stops,No info,13376,15,6,5,0,0,3.0,875.0,265,830
Air India,Delhi,Cochin,2 stops,No info,12488,12,6,2,0,0,3.0,1110.0,1155,1485
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,6017,21,3,3,0,0,2.0,900.0,265,805
IndiGo,Banglore,Delhi,non-stop,No info,4823,15,6,5,0,0,1.0,510.0,680,170
Air India,Delhi,Cochin,1 stop,No info,7532,21,3,3,0,0,2.0,585.0,565,1420
Air India,Kolkata,Banglore,2 stops,No info,11432,9,6,6,0,0,3.0,565.0,335,1210
Vistara,Banglore,Delhi,non-stop,No info,5088,6,6,3,0,0,1.0,1170.0,1335,165
SpiceJet,Delhi,Cochin,1 stop,No info,5351,27,3,2,0,0,2.0,370.0,680,310
Vistara,Kolkata,Banglore,1 stop,No info,8610,12,6,2,0,0,2.0,430.0,1405,975
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,17271,6,3,2,0,0,3.0,340.0,265,1365
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9314,21,5,1,0,0,2.0,1020.0,865,1285
SpiceJet,Kolkata,Banglore,non-stop,No info,3847,27,3,2,0,0,1.0,1340.0,40,140
Air India,Delhi,Cochin,1 stop,No info,8372,15,5,2,0,0,2.0,540.0,1155,615
Multiple carriers,Delhi,Cochin,1 stop,No info,10877,15,6,5,0,0,2.0,635.0,1140,505
SpiceJet,Banglore,Delhi,non-stop,No info,4423,12,5,6,0,0,1.0,570.0,740,170
IndiGo,Chennai,Kolkata,non-stop,No info,6297,15,3,4,0,0,1.0,1325.0,30,145
Vistara,Delhi,Cochin,non-stop,No info,6216,27,6,3,0,0,1.0,880.0,1070,190
Multiple carriers,Delhi,Cochin,1 stop,No info,7933,6,6,3,0,0,2.0,600.0,1260,660
Multiple carriers,Delhi,Cochin,1 stop,No info,10678,15,6,5,0,0,2.0,295.0,755,460
SpiceJet,Mumbai,Hyderabad,non-stop,No info,2017,18,3,0,0,0,1.0,1365.0,10,85
IndiGo,Delhi,Cochin,non-stop,No info,5000,18,6,1,0,0,1.0,860.0,1055,195
Air India,Delhi,Cochin,2 stops,No info,18736,9,3,5,0,0,3.0,355.0,1155,800
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4030,1,5,2,0,0,1.0,430.0,610,180
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,18,5,5,0,0,3.0,1170.0,755,1025
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,6,5,0,0,0,2.0,990.0,560,1010
Vistara,Banglore,Delhi,non-stop,No info,5613,15,4,0,0,0,1.0,1170.0,1335,165
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7757,9,5,3,0,0,2.0,845.0,495,1090
IndiGo,Delhi,Cochin,1 stop,No info,6442,15,6,5,0,0,2.0,455.0,970,515
IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,6,5,0,0,0,1.0,1145.0,1235,90
Air India,Banglore,New Delhi,non-stop,No info,3758,24,3,6,0,0,1.0,370.0,535,165
Air Asia,Delhi,Cochin,1 stop,No info,6152,12,6,2,0,0,2.0,475.0,1345,870
Multiple carriers,Delhi,Cochin,1 stop,No info,7618,21,3,3,0,0,2.0,420.0,1260,840
Air India,Delhi,Cochin,2 stops,No info,12646,3,3,6,0,0,3.0,1185.0,1155,1410
Jet Airways,Kolkata,Banglore,1 stop,No info,14781,15,5,2,0,0,2.0,845.0,1355,510
Multiple carriers,Delhi,Cochin,1 stop,No info,13377,27,6,3,0,0,2.0,600.0,90,930
Jet Airways,Delhi,Cochin,non-stop,No info,9564,27,5,0,0,0,1.0,660.0,855,195
GoAir,Banglore,New Delhi,non-stop,No info,6113,15,3,4,0,0,1.0,700.0,875,175
Air India,Banglore,New Delhi,2 stops,2 Long layover,26480,1,3,4,0,0,3.0,405.0,565,1600
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,12,6,2,0,0,1.0,430.0,610,180
SpiceJet,Mumbai,Hyderabad,non-stop,No info,1759,27,3,2,0,0,1.0,345.0,425,80
IndiGo,Delhi,Cochin,1 stop,No info,5883,12,6,2,0,0,2.0,1030.0,90,500
Air India,Banglore,Delhi,non-stop,No info,5176,3,4,2,0,0,1.0,600.0,765,165
IndiGo,Kolkata,Banglore,non-stop,No info,4804,27,6,3,0,0,1.0,1225.0,1390,165
GoAir,Banglore,Delhi,non-stop,No info,3398,21,6,4,0,0,1.0,700.0,870,170
Air India,Kolkata,Banglore,2 stops,No info,9416,24,5,4,0,0,3.0,720.0,475,1195
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,21,6,4,0,0,1.0,415.0,570,155
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,27,6,3,0,0,2.0,1255.0,1140,1325
IndiGo,Kolkata,Banglore,non-stop,No info,4804,24,6,0,0,0,1.0,1335.0,50,155
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,5177,3,4,2,0,0,2.0,135.0,755,620
IndiGo,Mumbai,Hyderabad,non-stop,No info,2437,9,5,3,0,0,1.0,1205.0,1300,95
GoAir,Delhi,Cochin,1 stop,No info,8422,9,3,5,0,0,2.0,360.0,800,440
Multiple carriers,Delhi,Cochin,1 stop,No info,13797,24,6,0,0,0,2.0,480.0,1260,780
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,6,3,0,0,3.0,580.0,265,1125
IndiGo,Delhi,Cochin,1 stop,No info,7081,18,5,5,0,0,2.0,1030.0,90,500
IndiGo,Delhi,Cochin,1 stop,No info,8513,3,3,6,0,0,2.0,295.0,970,675
Jet Airways,Banglore,Delhi,non-stop,No info,7229,12,4,4,0,0,1.0,430.0,610,180
Air India,Banglore,New Delhi,1 stop,No info,6273,3,3,6,0,0,2.0,495.0,735,240
Air India,Mumbai,Hyderabad,non-stop,No info,3100,9,6,6,0,0,1.0,900.0,985,85
IndiGo,Kolkata,Banglore,non-stop,No info,4804,18,6,1,0,0,1.0,1335.0,50,155
Jet Airways,Banglore,New Delhi,non-stop,No info,7229,24,3,6,0,0,1.0,1195.0,1355,160
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,18,4,3,0,0,1.0,540.0,685,145
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,18,5,5,0,0,2.0,1200.0,495,735
Multiple carriers,Delhi,Cochin,1 stop,No info,11200,15,6,5,0,0,2.0,510.0,1140,630
Multiple carriers,Delhi,Cochin,1 stop,No info,17267,6,3,2,0,0,2.0,425.0,800,375
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,9,5,3,0,0,2.0,1135.0,605,910
Air India,Kolkata,Banglore,2 stops,No info,11432,9,5,3,0,0,3.0,1010.0,335,765
Air India,Delhi,Cochin,2 stops,No info,12940,1,6,5,0,0,3.0,1125.0,1155,1470
IndiGo,Mumbai,Hyderabad,non-stop,No info,12475,1,3,4,0,0,1.0,1280.0,1365,85
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11134,24,3,6,0,0,2.0,1015.0,1355,340
IndiGo,Kolkata,Banglore,non-stop,No info,5644,18,4,3,0,0,1.0,575.0,740,165
Multiple carriers,Delhi,Cochin,1 stop,No info,10877,12,6,2,0,0,2.0,685.0,1140,455
Jet Airways,Banglore,Delhi,non-stop,No info,7229,21,4,6,0,0,1.0,360.0,525,165
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,9,5,3,0,0,2.0,990.0,1095,1545
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,12,6,2,0,0,3.0,330.0,1140,810
Air India,Delhi,Cochin,2 stops,No info,9863,1,6,5,0,0,3.0,1000.0,1155,1595
IndiGo,Kolkata,Banglore,1 stop,No info,4864,12,6,2,0,0,2.0,430.0,760,330
Air Asia,Kolkata,Banglore,non-stop,No info,4384,12,3,1,0,0,1.0,1175.0,1325,150
Air India,Delhi,Cochin,2 stops,No info,13591,18,5,5,0,0,3.0,410.0,460,1490
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,12384,15,5,2,0,0,2.0,575.0,1150,575
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,18,5,5,0,0,2.0,900.0,265,805
Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10368,6,6,3,0,0,3.0,330.0,1140,810
Air India,Kolkata,Banglore,2 stops,No info,12723,1,5,2,0,0,3.0,350.0,750,1840
Jet Airways,Delhi,Cochin,1 stop,No info,12242,21,3,3,0,0,2.0,1320.0,1130,1250
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,5769,12,6,2,0,0,1.0,670.0,845,175
IndiGo,Delhi,Cochin,1 stop,No info,7006,21,5,1,0,0,2.0,450.0,1260,810
Air India,Delhi,Cochin,1 stop,No info,8372,27,5,0,0,0,2.0,1260.0,1155,1335
Jet Airways,Kolkata,Banglore,1 stop,No info,14178,24,5,4,0,0,2.0,845.0,560,1155
Jet Airways,Banglore,New Delhi,1 stop,No info,20800,1,3,4,0,0,2.0,845.0,540,1135
Vistara,Kolkata,Banglore,1 stop,No info,8452,1,5,2,0,0,2.0,430.0,545,1555
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,12,5,6,0,0,2.0,1270.0,1095,1265
Vistara,Banglore,Delhi,non-stop,No info,4668,12,5,6,0,0,1.0,1260.0,1430,170
Jet Airways,Kolkata,Banglore,1 stop,No info,12681,1,4,0,0,0,2.0,990.0,1245,1695
Air India,Delhi,Cochin,1 stop,No info,4487,6,4,5,0,0,2.0,365.0,565,1640
Jet Airways,Kolkata,Banglore,1 stop,No info,14571,9,6,6,0,0,2.0,845.0,1190,345
SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,27,4,5,0,0,1.0,1340.0,40,140
SpiceJet,Kolkata,Banglore,non-stop,No info,3873,3,6,0,0,0,1.0,1340.0,40,140
Air India,Kolkata,Banglore,2 stops,No info,16372,1,5,2,0,0,3.0,1010.0,825,1255
Air India,Kolkata,Banglore,2 stops,No info,14897,24,5,4,0,0,3.0,565.0,325,1200
Multiple carriers,Delhi,Cochin,1 stop,No info,8614,15,6,5,0,0,2.0,635.0,1155,520
Air India,Delhi,Cochin,2 stops,No info,9653,27,6,3,0,0,3.0,1000.0,1155,1595
IndiGo,Kolkata,Banglore,1 stop,No info,3574,21,5,1,0,0,2.0,1160.0,1425,265
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,1,4,0,0,0,2.0,1200.0,980,1220
IndiGo,Mumbai,Hyderabad,non-stop,No info,5755,21,6,4,0,0,1.0,550.0,640,90
Air India,Kolkata,Banglore,2 stops,No info,13432,18,5,5,0,0,3.0,1010.0,825,1255
Air India,Delhi,Cochin,1 stop,No info,8669,9,5,3,0,0,2.0,420.0,1155,735
Multiple carriers,Delhi,Cochin,1 stop,No info,17057,3,3,6,0,0,2.0,135.0,690,555
Jet Airways,Banglore,New Delhi,1 stop,No info,17261,6,3,2,0,0,2.0,845.0,570,1165
Multiple carriers,Delhi,Cochin,1 stop,No info,6795,6,6,3,0,0,2.0,915.0,90,615
Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,9663,6,5,0,0,0,2.0,845.0,1245,400
Multiple carriers,Delhi,Cochin,1 stop,No info,11789,15,6,5,0,0,2.0,525.0,1140,615
Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,24,6,0,0,0,2.0,1095.0,1140,1485
SpiceJet,Kolkata,Banglore,1 stop,No info,8844,15,5,2,0,0,2.0,675.0,1110,435
Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,12,5,6,0,0,1.0,915.0,1090,175
Multiple carriers,Delhi,Cochin,1 stop,No info,6148,27,3,2,0,0,2.0,420.0,800,380
IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,27,5,0,0,0,1.0,1205.0,1300,95
Jet Airways,Delhi,Cochin,2 stops,No info,13292,12,6,2,0,0,3.0,330.0,265,1375
Air Asia,Banglore,New Delhi,non-stop,No info,3383,24,3,6,0,0,1.0,1405.0,130,165
